06.1997 	 19.26
07.1997 	 19.66
08.1997 	 19.95
09.1997 	 19.80
10.1997 	 21.33
11.1997 	 20.19
12.1997 	 18.33
01.1998 	 16.72
02.1998 	 16.06
03.1998 	 15.12
04.1998 	 15.35
05.1998 	 14.91
06.1998 	 13.72
07.1998 	 14.17
08.1998 	 13.47
09.1998 	 15.03
10.1998 	 14.46
11.1998 	 13.00
12.1998 	 11.35
01.1999 	 12.51
02.1999 	 12.01
03.1999 	 14.68
04.1999 	 17.31
05.1999 	 17.72
06.1999 	 17.92
07.1999 	 20.10
08.1999 	 21.28
09.1999 	 23.80
10.1999 	 22.69
11.1999 	 25.00
12.1999 	 26.10
01.2000 	 27.26
02.2000 	 29.37
03.2000 	 29.84
04.2000 	 25.72
05.2000 	 28.79
06.2000 	 31.82
07.2000 	 29.70
08.2000 	 31.26
09.2000 	 33.88
10.2000 	 33.11
11.2000 	 34.42
12.2000 	 28.44
01.2001 	 29.59
02.2001 	 29.61
03.2001 	 27.24
04.2001 	 27.49
05.2001 	 28.63
06.2001 	 27.60
07.2001 	 26.42
08.2001 	 27.37
09.2001 	 26.20
10.2001 	 22.17
11.2001 	 19.63
12.2001 	 19.39
01.2002 	 19.71
02.2002 	 20.72
03.2002 	 24.53
04.2002 	 26.18
05.2002 	 27.04
06.2002 	 25.52
07.2002 	 26.97
08.2002 	 28.39
09.2002 	 29.66
10.2002 	 28.84
11.2002 	 26.35
12.2002 	 29.46
01.2003 	 32.95
02.2003 	 35.83
03.2003 	 33.51
04.2003 	 28.17
05.2003 	 28.11
06.2003 	 30.66
07.2003 	 30.75
08.2003 	 31.57
09.2003 	 28.31
10.2003 	 30.34
11.2003 	 31.11
12.2003 	 32.13
01.2004 	 34.31
02.2004 	 34.68
03.2004 	 36.74
04.2004 	 36.75
05.2004 	 40.27
06.2004 	 38.03
07.2004 	 40.78
08.2004 	 44.90
09.2004 	 45.94
10.2004 	 53.28
11.2004 	 48.47
12.2004 	 43.15
01.2005 	 46.84
02.2005 	 48.15
03.2005 	 54.19
04.2005 	 52.98
05.2005 	 49.83
06.2005 	 56.35
07.2005 	 59.00
08.2005 	 64.99
09.2005 	 65.59
10.2005 	 62.26
11.2005 	 58.32
12.2005 	 59.41
01.2006 	 65.48
02.2006 	 61.63
03.2006 	 62.69
04.2006 	 69.44
05.2006 	 70.84
06.2006 	 70.95
07.2006 	 74.41
08.2006 	 73.04
09.2006 	 63.80
10.2006 	 58.89
11.2006 	 59.08
12.2006 	 61.96
01.2007 	 54.51
02.2007 	 59.28
03.2007 	 60.44
04.2007 	 63.98
05.2007 	 63.45
06.2007 	 67.49
07.2007 	 74.12
08.2007 	 72.36
09.2007 	 79.91
10.2007 	 85.80
11.2007 	 94.77
12.2007 	 91.69
01.2008 	 92.97
02.2008 	 95.39
03.2008 	 105.45
04.2008 	 112.58
05.2008 	 125.40
06.2008 	 133.88
07.2008 	 133.37
08.2008 	 116.67
09.2008 	 104.11
10.2008 	 76.61
11.2008 	 57.31
12.2008 	 41.12
01.2009 	 41.71
02.2009 	 39.09
03.2009 	 47.94
04.2009 	 49.65
05.2009 	 59.03
06.2009 	 69.64
07.2009 	 64.15
08.2009 	 71.04
09.2009 	 69.41
10.2009 	 75.72
11.2009 	 77.99
12.2009 	 74.47
01.2010 	 78.33
02.2010 	 76.39
03.2010 	 81.20
04.2010 	 84.29
05.2010 	 73.74
06.2010 	 75.34
07.2010 	 76.32
08.2010 	 76.60
09.2010 	 75.24
10.2010 	 81.89
11.2010 	 84.25
12.2010 	 89.15
01.2011 	 89.17
02.2011 	 89.54
